"Year","Month","Temp Std","Dew Point Std","Humidity Std","Sea Level Press Std","Visibility Std","Wind Std","Precip sum","event"
"2014",2,0.2857142857142857,-7.821428571428571,58.714285714285715,1016.9642857142857,12.357142857142858,10.25,139.17999999999995,11
"2009",6,19.866666666666667,15.366666666666667,78.86666666666666,1011.1666666666666,11.833333333333334,7.133333333333334,255.50999999999996,20
"2012",8,24.93548387096774,17.677419354838708,67.41935483870968,1015.4193548387096,14.387096774193548,5.419354838709677,73.92000000000002,8
"2011",1,-1.096774193548387,-7.806451612903226,61.516129032258064,1014.6129032258065,12.387096774193548,10.387096774193548,127.5,14
"2013",4,11.833333333333334,0.9666666666666667,53.9,1020.0333333333333,15.133333333333333,10.0,33.27,10
"2013",9,20.066666666666666,11.5,60.3,1016.5666666666667,14.666666666666666,6.366666666666666,74.92,7
"2016",9,22.133333333333333,14.566666666666666,65.03333333333333,1019.1,14.066666666666666,7.833333333333333,70.86,7
"2012",9,20.6,13.466666666666667,68.0,1016.6666666666666,14.933333333333334,6.4,111.5,8
"2010",3,9.258064516129032,-0.2903225806451613,58.29032258064516,1011.258064516129,13.838709677419354,12.806451612903226,271.52,14
"2014",4,11.466666666666667,0.5666666666666667,53.53333333333333,1016.7666666666667,14.7,10.133333333333333,77.21000000000001,12
"2009",9,19.233333333333334,12.766666666666667,69.7,1018.7,15.033333333333333,9.266666666666667,57.4,7
"2012",3,10.67741935483871,1.2258064516129032,59.25806451612903,1019.2903225806451,14.096774193548388,9.193548387096774,24.119999999999997,12
"2013",5,17.258064516129032,9.225806451612904,64.58064516129032,1018.1290322580645,12.870967741935484,7.870967741935484,203.20000000000002,11
"2016",2,3.2413793103448274,-5.379310344827586,55.06896551724138,1015.8620689655172,13.827586206896552,11.793103448275861,111.75,14
"2013",2,1.1071428571428572,-5.892857142857143,60.892857142857146,1015.0,13.107142857142858,11.392857142857142,107.94999999999999,14
"2014",10,15.741935483870968,8.580645161290322,63.193548387096776,1013.516129032258,14.419354838709678,8.129032258064516,145.27000000000004,14
"2014",9,21.366666666666667,13.266666666666667,62.4,1019.4,14.833333333333334,6.633333333333334,46.480000000000004,7
"2015",6,21.866666666666667,14.3,65.03333333333333,1014.8666666666667,13.1,7.533333333333333,120.66000000000003,14
"2014",11,7.533333333333333,-1.7666666666666666,54.86666666666667,1016.8,14.266666666666667,8.8,115.83,10
"2015",9,23.7,14.4,58.63333333333333,1018.3,14.766666666666667,7.033333333333333,83.31,5
"2012",12,5.451612903225806,0.0967741935483871,71.16129032258064,1015.5806451612904,12.32258064516129,10.483870967741936,121.91999999999999,18
"2016",1,1.4838709677419355,-7.903225806451613,51.67741935483871,1015.5483870967741,14.67741935483871,11.225806451612904,112.01,9
"2011",9,21.2,16.8,78.1,1016.7666666666667,12.733333333333333,7.133333333333334,238.48999999999998,11
"2009",4,12.733333333333333,2.533333333333333,55.7,1014.5333333333333,14.066666666666666,11.366666666666667,119.11999999999999,12
"2015",3,3.5161290322580645,-6.096774193548387,54.0,1019.0322580645161,12.935483870967742,9.838709677419354,119.88,16
"2016",6,22.433333333333334,12.633333333333333,58.833333333333336,1013.4666666666667,13.5,6.933333333333334,66.04,9
"2010",9,21.8,13.7,63.56666666666667,1014.5666666666667,13.7,8.733333333333333,93.21,8
"2016",4,11.966666666666667,0.06666666666666667,49.63333333333333,1016.6666666666666,15.3,10.066666666666666,39.88,11
"2012",5,18.516129032258064,12.548387096774194,73.0,1016.4193548387096,11.96774193548387,6.290322580645161,136.65000000000003,16
"2012",7,26.096774193548388,17.419354838709676,63.096774193548384,1013.7096774193549,14.419354838709678,6.580645161290323,106.92000000000002,11
"2012",1,2.903225806451613,-4.161290322580645,56.70967741935484,918.0,13.096774193548388,11.806451612903226,82.06,10
"2010",10,14.612903225806452,7.096774193548387,63.645161290322584,1012.0,14.225806451612904,10.03225806451613,124.71000000000001,10
"2013",6,22.733333333333334,15.366666666666667,66.93333333333334,1012.9666666666667,13.0,7.2,256.53000000000003,15
"2014",7,24.677419354838708,16.451612903225808,63.96774193548387,1014.6774193548387,13.96774193548387,11.709677419354838,142.00000000000003,11
"2013",3,4.612903225806452,-4.096774193548387,57.935483870967744,1013.1612903225806,14.419354838709678,11.870967741935484,72.9,11
"2015",12,10.548387096774194,4.096774193548387,65.6774193548387,1019.1935483870968,8.35483870967742,8.451612903225806,119.89000000000001,17
"2011",2,2.4285714285714284,-6.857142857142857,52.607142857142854,1015.3928571428571,13.642857142857142,12.25,88.14000000000001,9
"2010",6,23.8,15.533333333333333,64.06666666666666,1012.0333333333333,14.233333333333333,8.0,55.879999999999995,10
"2012",2,5.103448275862069,-3.8620689655172415,55.3448275862069,981.6551724137931,14.379310344827585,10.758620689655173,34.54,11
"2014",1,-1.7666666666666666,-9.4,59.43333333333333,746.2666666666667,9.6,7.833333333333333,59.95,10
"2014",12,5.225806451612903,-1.2258064516129032,64.70967741935483,1019.4193548387096,13.193548387096774,10.838709677419354,153.41999999999996,17
"2009",2,2.7857142857142856,-6.392857142857143,54.0,1017.0714285714286,15.178571428571429,12.214285714285714,21.85,6
"2014",8,23.612903225806452,14.451612903225806,60.354838709677416,1016.741935483871,15.064516129032258,6.0,41.39000000000001,6
"2012",10,14.64516129032258,9.129032258064516,71.38709677419355,1014.1935483870968,13.451612903225806,7.903225806451613,74.17,13
